,Charity Number,Charity Name,Charity Address,Charity Postcode,Charity Constituency,Phone,Email,Website,Last Recorded Financial Year,Last Recorded Income,Last Recorded Expenditure,Charity Type,How the charity helps,What the charity does,Who the charity helps,Activities,Charity Objects,TH Postcode,Charity Size Band,Size Band,Primary Focus
330,1125429,POWER AND MERCY OUTREACH INTERNATIONAL MINISTRIES,"140 LLANOVER ROAD, LONDON",SE18 3SU,Greenwich and Woolwich,07983690990,info@powerandmercy.org,www.powerandmercy.org,31/12/2024,2100.0,35516.0,Charitable company,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Religious Activities, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, The General Public/mankind","General charitable purposes, education and taining, medical health and sickness,relief of poverty, disability,overseas aid and famine relief, religious activities, sports and recreation, arts and culture, economic, community development and employment other or none of these","TO ADVANCE THE CHRISTIAN FAITH IN LONDON AND IN SUCH OTHER PARTS OF THE UNITED KINGDOM OR THE WORLD AS THE TRUSTEES MAY FROM TIME TO TIME THINK FIT AND SUCH OTHER PURPOSES WHICH ARE EXCLUSIVELY CHARITABLE ACCORDING TO THE LAW OF ENGLAND AND WALES AND ARE CONNECTED TO THE CHARITABLE WORK OF THE CHARITY.

TO FURTHER CHRISTIAN EDUCATION INCLUDING BY MEANS OF ESTABLISHING AND OPERATING ANY EDUCATIONAL ESTABLISHMENT OR ESTABLISHMENTS IN SUCH PARTS OF LONDON AND IN SUCH PARTS OF THE UNITED KINGDOM AND THE WORLD AS THE TRUSTEES MAY FROM TIME TO TIME THINK FIT.

TO RELIEVE PERSONS WHO ARE IN CONDITIONS OF NEED OR HARDSHIP OR WHO ARE AGED OR SICK AND TO RELIEVE THE DISTRESS CAUSED THEREBY  IN SUCH PARTS OF LONDON AND IN SUCH PARTS OF THE UNITED KINGDOM AND THE WORLD AS THE TRUSTEES MAY FROM TIME TO TIME THINK FIT.

TO PROVIDE OR ASSIST IN THE PROVISION OF FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION OR OTHER LEISURE TIME OCCUPATION OR INDIVIDUALS WHO HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABILITY, FINANCIAL HARDSHIP OR SOCIAL CIRCUMSTANCES WITH THE OBJECT OF IMPROVING THEIR CONDITIONS OF LIFE.",False,Micro,Dormant,Religious Activities
331,1125577,TANZEEMUS SUNNAH FOUNDATION,"Flat 4, Lister House, Lomas Street, London",E1 5BG,Bethnal Green and Stepney,07930142376,Not available,www.tanzeemussunnah.org,31/03/2024,7653.0,6971.0,Trust,"Makes Grants To Individuals, Provides Other Finance, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Religious Activities","Children/young People, Elderly/old People, People With Disabilities, The General Public/mankind",Providing general education within Bangladeshi community in the UK and Bangladesh.,"TO WORK FOR BETTER PROVISION OF EDUCATION TO THE DISADVANTAGED PEOPLE OF BANGLADESH AND PROVIDE THE MOTHER TONGUE AND CULTURAL EDUCATION TO THE CHILDREN IN THE UNITED KINGDOM.
A TO RELIEVE FINANCIAL HARDSHIP, SICKNESS AND POOR HEALTH AMONGST BANGLADESHI ELDERLY PEOPLE.
B THE RELIEF OF SICKNESS AND THE PRESERVATION OF HEALTH AMONG CITIZENS OF BANGLADESH.
C TO WORK FOR THE ERADICATION  OF POVERTY  THROUGH INTERNATIONAL ASSISTED PROGRAMMERS.",True,Micro,Dormant,Disability
332,1126191,HOME SWEET HOME TRUST,"19 Geoff Cade Way, LONDON",E3 4GJ,Poplar and Limehouse,07816688621,syedhussain1964@hotmail.com,Not available,31/03/2025,31771.0,17743.0,Other,"Makes Grants To Individuals, Provides Other Finance, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Religious Activities, Economic/community Development/employment","Children/young People, Elderly/old People, The General Public/mankind","To relieve poverty, sickness and distress amongst the poor people and young children including education . Also provide financial help to the poor and needy people specially orphans, widows and disabled.","A)  TO RELIEVE FINANCIAL HARDSHIP, SICKNESS AND POOR HEALTH AMONGST BANGLADESHI CITIZENS.
B)  TO WORK FOR THE ERADICATION OF POVERTY THROUGH INTERNATIONAL ASSISTED PROGRAMMERS.",True,Small,Dormant,Overseas Aid/famine Relief
333,1126482,THE DEBORAH DAY THEATRE SCHOOL TRUST,"22 Mead Field Drive, Great Hallingbury, BISHOP'S STORTFORD, Hertfordshire",CM22 7FJ,Harlow,07957398501,ddstrust@yahoo.com,www.ddtst.com,31/12/2024,243820.0,241482.0,Charitable company,"Makes Grants To Individuals, Provides Human Resources, Provides Services","Education/training, Arts/culture/heritage/science, Amateur Sport",Children/young People,To promote the arts of dance music (including singing) and drama.,"TO PROMOTE THE ARTS OF DANCE, MUSIC (INCLUDING SINGING) AND DRAMA AND IN PARTICULAR TO ENCOURAGE AND ASSIST CHILDREN AND YOUNG PEOPLE IN THE LONDON BOROUGH OF NEWHAM AND THE SURROUNDING BOROUGHS TO DEVELOP IN THOSE ARTS THROUGH THE PROVISION OF TUITION AND SUPPORT.",False,Medium,Dormant,Amateur Sport
334,1126521,GRAMEEN WELFARE SMILE CHARITY,"21 CHIDDINGFOLD, LONDON",N12 7EX,Chipping Barnet,004407984407035,akmaghani@yahoo.com,http://gwscharity.webs.com,31/08/2025,24500.0,24300.0,Trust,"Makes Grants To Individuals, Makes Grants To Organisations, Provides Other Finance, Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Sponsors Or Undertakes Research","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Accommodation/housing, Religious Activities","Children/young People, Elderly/old People, People With Disabilities, The General Public/mankind","Setting up deep tube wells in Bangladesh- on going.
Providing warm clothes to poor.
Mumtazennesa Memorial High School  has already been built. 
3rd &amp; 4th floors have been built during 2017-2020 for Intermediate College section.
Planned to start College  this year. 
 Govt. has given permission to start college.
College section has been started for higher secondary education 3 years ago.","A) TO HELP THE POOR, NEEDY AND UNDERPRIVILEGED IN THE POOR AND DEVELOPING COUNTRIES NAMELY BANGLADESH.
B) THE RELIEF OF SUFFERING DURING MAJOR DISASTERS AND TREATMENT OF ILLNESSES OF THE POOR PEOPLE.",False,Small,Dormant,Accommodation/housing
335,1126629,THE PARACHUTE REGIMENTAL ASSOCIATION ILFORD 84 BRANCH,"Parachute Regimental Association, The Royal Air Forces Association, 18 Carlton Road, ROMFORD",RM2 5AA,Romford,07484793187,m.young144@btinternet.com,Not available,30/09/2025,8136.0,5217.0,Other,"Makes Grants To Individuals, Makes Grants To Organisations, Provides Human Resources, Other Charitable Activities","General Charitable Purposes, The Prevention Or Relief Of Poverty, Other Charitable Purposes","Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies, Other Defined Groups","The Branch promotes comradeship and contact between serving,former and war veteran members
of the Parachute and Airborne forces regiments, and widows of ex-members, to provide aid and
assistance, and to organise social events and outings.",PLEASE REFER TO THE PARACHUTE REGIMENTAL ASSOCIATION (REGISTERED CHARITY NUMBER 214015),False,Micro,Dormant,Other Charitable Purposes
336,1126823,FAIR AND SHARE,"73 Holland Road, East Ham, London",E6 2EP,East Ham,020 8472 3722,info@fairandshare.org,www.fairandshare.org,31/03/2025,8610.0,7260.0,Other,"Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Economic/community Development/employment","People With Disabilities, People Of A Particular Ethnic Or Racial Origin","FAIR and SHARE Provides welfare advice, information and support including translation and interpreting services. organise a programme of events and workshops to promote the healthy needs of the Asian community.Carry out outreach work, networking and liaising with asian families.Organise social events for women on weekly basis.Organise Yoga and other keep fit sessions for Asian Women.","TO PROVIDE OR ASSIST IN THE PROVISION OF FACILITIES IN THE INTERESTS OF SOCIAL
WELFARE FOR RECREATION OR OTHER LEISURE TIME OCCUPATION OF WOMEN OF ASIAN
DESCENT LIVING IN THE LONDON BOROUGH OF NEWHAM AND WHO HAVE NEED OF SUCH
FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABILITY, FINANCIAL HARDSHIP
OR SOCIAL CIRCUMSTANCES WITH THE OBJECTS OF IMPROVING THEIR CONDITIONS OF LIFE.",False,Micro,Dormant,Arts/culture/heritage/science
337,1127062,CHILDREN EDUCATION GROUP,"HARKNESS HOUSE COMMUNITY CENTRE, 101 CHRISTIAN STREET, LONDON",E1 1RX,Bethnal Green and Stepney,07904954838,ceg3@btinternet.com,www.childreneducationgroup.business.site,31/03/2025,16105.0,7489.0,Other,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","To advance the education and to relieve the financial hardship for the elderly people and provide general welfare services such as Lunch Club, Day Trips, Sports, Study Support, Social functions and community work in the London Borough of Tower Hamlets","= TO ADVANCE THE EDUCATION OF THE PUBLIC LIVING IN WHITECHAPEL WARD, BERNER ESTATE AND THE
SURROUNDING AREAS IN THE LONDON BOROUGH OF TOWER HAMLETS (THE AREA OF BENEFIT), IN PARTICULAR
BUT NOT EXCLUSIVELY THROUGH THE PROVISION OF LANGUAGE CLASSES AND OTHER COMMUNITY EDUCATION
CLASSES.
O TO RELIEVE THE FINANCIAL HARDSHIP, EITHER GENERALLY OR INDIVIDUALLY, OF PERSONS LIVING IN THE AREA
OF BENEFIT, IN PARTICULAR BUT NOT EXCLUSIVELY THROUGH THE PROVISION OF ADVICE ON HEALTH, SOCIAL
SECURITY, HOUSING ISSUES AND OTHER WELFARE ISSUES.
O TO RELIEVE ELDERLY PEOPLE RESIDENT IN THE AREA OF BENEFIT WHO ARE IN NEED, BY PROVIDING ITEMS,
SERVICES OR FACILITIES CALCULATED TO RELIEVE THE NEEDS OF SUCH PERSONS.
O TO FURTHER OR BENEFIT THE RESIDENTS OF WHITECHAPEL WARD, BERNER ESTATE AND THE SURROUNDING
AREAS IN THE LONDON BOROUGH OF TOWER HAMLETS, WITHOUT DISTINCTION OF SEX, SEXUAL ORIENTATION,
RACE OR OF POLITICAL, RELIGIOUS OR OTHER OPINIONS BY ASSOCIATING TOGETHER THE SAID RESIDENTS AND
THE LOCAL AUTHORITIES, VOLUNTARY AND OTHER ORGANISATIONS IN A COMMON EFFORT TO ADVANCE
EDUCATION AND TO PROVIDE FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION LEISURE TIME
OCCUPATION WITH THE OBJECTIVE OF IMPROVING THE CONDITIONS OF LIFE FOR THE RESIDENTS.
= IN FURTHERANCE OF THESE OBJECTS BUT NOT OTHERWISE, THE TRUSTEES SHALL HAVE POWER:
TO ESTABLISH OR SECURE THE ESTABLISHMENT OF A COMMUNITY CENTRE AND TO MAINTAIN OR MANAGE
OR CO-OPERATE WITH ANY STATUTORY AUTHORITY IN THE MAINTENANCE AND MANAGEMENT OF SUCH A
CENTRE FOR ACTIVITIES PROMOTED BY THE CHARITY IN FURTHERANCE OF THE ABOVE OBJECTS.",True,Small,Dormant,Amateur Sport
338,1127300,VOLUNTEER CENTRE TOWER HAMLETS,"NORVIN HOUSE, 45-55 COMMERCIAL STREET, LONDON",E1 6BD,Bethnal Green and Stepney,07595 219603,info@vcth.org.uk,www.vcth.org.uk,30/09/2024,213517.0,186500.0,Charitable company,"Provides Human Resources, Provides Services, Provides Advocacy/advice/information, Acts As An Umbrella Or Resource Body","Education/training, The Prevention Or Relief Of Poverty, Economic/community Development/employment, Other Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind","Volunteer Centre Tower Hamlets (VCTH) is the Volunteer Infrastructure Organisation for the London Borough of Tower Hamlets.  Our mission is to provide a comprehensive volunteering infrastructure service to non-profit groups and communities in Tower Hamlets, so that we increase the quality, quantity and impact of volunteering in the borough.","1)  THE PROMOTION OF ANY CHARITABLE PURPOSE FOR THE BENEFIT OF THE COMMUNITY OF TOWER HAMLETS, GREATER LONDON, IN PARTICULAR THE RELIEF OF THOSE IN NEED BY REASON OF YOUTH, AGE, ILL-HEALTH, DISABILITY OR OTHER SOCIAL OR ECONOMIC DISADVANTAGE.
2)  THE PROMOTION AND ADVANCEMENT OF VOLUNTARY WORK FOR CHARITABLE PURPOSES FOR THE BENEFIT OF THE COMMUNITY, PREDOMINANTLY IN THE LONDON BOROUGH OF TOWER HAMLETS BUT ADDITIONALLY PROMOTION AND ADVANCEMENT OF VOLUNTARY WORK SUB-REGIONALLY AND NATIONALLY.",True,Medium,Dormant,Other Charitable Purposes
339,1127466,ISLAND HEALTH TRUST,"UHY HACKER YOUNG, THAMES HOUSE, ROMAN SQUARE, SITTINGBOURNE",ME10 4BJ,Sittingbourne and Sheppey,01795 475363,info@islandhealthtrust.org,www.islandhealthtrust.org,31/03/2025,363455.0,114723.0,Charitable company,"Makes Grants To Individuals, Makes Grants To Organisations, Provides Buildings/facilities/open Space, Sponsors Or Undertakes Research",The Advancement Of Health Or Saving Of Lives,"Other Charities Or Voluntary Bodies, The General Public/mankind","The Trust's object is to promote the provision of primary health care in any manner which is deemed by law to be charitable.  Power to establish centres for providing primary health care within the London Boroughs of Tower Hamlets and Newham, and to give grants to local organisations and individuals who provide health related education and facilities.",TO PROMOTE THE PROVISION OF PRIMARY HEALTH CARE IN ANY MANNER WHICH IS DEEMED BY LAW TO BE CHARITABLE.,False,Medium,Dormant,The Advancement Of Health Or Saving Of Lives
340,1127652,THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF CHRIST CHURCH WITH ALL SAINTS SPITALFIELDS,"Christ Church Spitalfields, Fournier Street, LONDON",E1 6QE,Bethnal Green and Stepney,02073772440,hello@ccspits.org,www.ccspits.org,31/12/2024,534856.0,526735.0,Previously excepted,"Makes Grants To Organisations, Provides Buildings/facilities/open Space, Provides Services",Religious Activities,The General Public/mankind,"Regular public worship open to all. The provision of a sacred space for personal prayer and contemplation. pastoral work, including visiting the sick and the bereaved. Teaching of Christianity through sermons, courses and small groups. taking of religious assemblies in Christ Church School. The provision of youth and community work with a Christian ethos. Promotion of Christianity.",Promoting in the ecclesiastical parish the whole mission of the Church.,True,Medium,Dormant,Religious Activities
341,1128266,EAST LONDON TABERNACLE BAPTIST CHURCH,"75 Durham Road, LONDON",E12 5AY,East Ham,02089806125,admin@eltbaptistchurch.org,www.eltbaptistchurch.org,31/12/2024,477282.0,393926.0,Previously excepted,"Makes Grants To Individuals, Makes Grants To Organisations, Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services",Religious Activities,"Children/young People, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind","ELT Baptist Church's primary objective is the advancement of the Christian faith both in the United Kingdom and overseas by teaching the Bible and promoting prayer and fellowship amongst believers.  It also seeks the advancement for public benefit of religious education and the care of the aged, poor, sick and disabled.","THE ADVANCEMENT OF THE CHRISTIAN FAITH IN ACCORDANCE WITH THE BASIS OF FAITH PRIMARILY BUT NOT EXCLUSIVELY WITHIN EAST LONDON AND THE SURROUNDING NEIGHBOURHOOD: AND
SUCH OTHER CHARITABLE PURPOSES AS SHALL, IN THE OPINION OF THE MANAGING TRUSTEES FURTHER THE WORK OF THE CHURCH.",False,Medium,Dormant,Religious Activities
342,1128311,JUST HOMES CHARITY,"34 Norwich Road, London",E7 9JH,Stratford and Bow,02085191454,info@justhomes.org.uk,www.justhomes.org.uk,31/03/2025,1928894.0,1568476.0,Charitable company,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research","Education/training, The Prevention Or Relief Of Poverty, Accommodation/housing, Religious Activities, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","The relief of poverty through provision of housing, accommodation and assistance to help house people in needy circumstances and associated facilities and amenities. The advancement of education including developing skills for coping with life and employment and providing advice to people in ineedy circumstances and providing training and advice to other porviders of housing and accommodation.","3.1 THE ADVANCEMENT OF THE CHRISTIAN FAITH IN SERVICE TO OTHERS, IN DEMONSTRATION OF THE CHURCH'S MISSION IN THE WORLD,
3.2 THE RELIEF OF POVERTY INCLUDING THE PROVISION OF HOUSING, ACCOMMODATION AND ASSISTANCE TO HELP HOUSE PEOPLE IN NEEDY CIRCUMSTANCES AND ASSOCIATED FACILITIES AND AMENITIES,
3.3 THE ADVANCEMENT OF EDUCATION INCLUDING DEVELOPING SKILLS FOR COPING WITH LIFE AND
EMPLOYMENT AND PROVIDING HOUSING ADVICE TO PEOPLE IN NEEDY CIRCUMSTANCES AND PROVIDING TRAINING AND ADVICE TO OTHER PROVIDERS OF HOUSING AND ACCOMMODATION.",False,Large,Dormant,Accommodation/housing
343,1128579,BANGLADESHI MENTAL HEALTH FORUM,"Unit S-7, The Whitechapel Centre, 85 Myrdle Street",E1 1HL,Bethnal Green and Stepney,07716078840,info@bangladeshimentalhealth.org,www.bangladeshimentalhealth.org,31/03/2025,14400.0,12005.0,Charitable company,"Provides Advocacy/advice/information, Acts As An Umbrella Or Resource Body","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Economic/community Development/employment",People Of A Particular Ethnic Or Racial Origin,"The BMHF prides itself on being a grassroots organisation that aims to raise awareness of mental health and support people on a local level. Our current work involves organising local mental health awareness raising event/workshops, supporting people by organising local activities (social/educational) and one to one support.","3.1 THE RELIEF OF SICKNESS AND THE PRESERVATION AND PROTECTION OF GOOD HEALTH OF
BANGLADESHI PEOPLE LIVING IN LONDON WHO HAVE MENTAL HEALTH PROBLEMS, THEIR CARERS
AND FAMILIES, IN PARTICULAR BUT NOT EXCLUSIVELY, BY THE PROVISION OF ADVOCACY,
WORKING IN PARTNERSHIP WITH SERVICE PROVIDERS, GROUPS, PERSONS, LOCALLY AND
INTERNATIONALLY AND BY ORGANISING SEMINARS, CONFERENCES, RESEARCH AND THE
PUBLICATION AND CIRCULATION OF INFORMATION.
3.2 THE ADVANCEMENT OF EDUCATION OF BANGLADESHI MENTAL HEALTH WORKERS AND
OTHER MENTAL HEALTH WORKERS WHO PROVIDE A SERVICE TO THE BANGLADESHI COMMUNITY.",True,Small,Dormant,The Advancement Of Health Or Saving Of Lives
344,1129273,ST LUCIA DIABETES PROJECT (UK),"223 BOW ROAD, LONDON",E3 2SJ,Stratford and Bow,02086794192,stldiabetes@aol.co.uk,www.stluciadiabetes.org,28/04/2024,2292.0,4117.0,Other,"Makes Grants To Individuals, Makes Grants To Organisations, Provides Services, Acts As An Umbrella Or Resource Body, Other Charitable Activities","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Other Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, The General Public/mankind","Run training sessions and conferences for  health care professionals in St Lucia Hold diabetes, leg ulcer and foot clinics .Hold public workshops Distribute to institutions in St. Lucia instruments and medical supplies.  Apply for Commonwealth Scholarships for St Lucian doctors and nurses to study in the UK..","TO PROMOTE THE HEALTH AND WELL-BEING OF DIABETES SUFFERERS AND THEIR FAMILIES IN ST LUCIA AND THE WIDER CARIBBEAN.

TO PROMOTE HEALTH EDUCATION AND IMPROVED UNDERSTANDING OF INTERNATIONAL HEALTH ISSUES AMONG THE GENERAL PUBLIC AND LUCIANS AND THEIR DESCENDANTS LIVING IN THE UK.",True,Micro,Dormant,Other Charitable Purposes
