,Charity Number,Charity Name,Charity Address,Charity Postcode,Charity Constituency,Phone,Email,Website,Last Recorded Financial Year,Last Recorded Income,Last Recorded Expenditure,Charity Type,How the charity helps,What the charity does,Who the charity helps,Activities,Charity Objects,TH Postcode,Charity Size Band,Size Band,Primary Focus
326,1124917,TEVIOT BRITISH BANGLADESHI ASSOCIATION,"181 Teviot Street, LONDON",E14 6PY,Poplar and Limehouse,07483457315,tbba1818@hotmail.com,Not available,31/12/2024,61619.0,49051.0,Other,"Provides Human Resources, Provides Advocacy/advice/information","Education/training, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin","1. To promote Islamic education to the community with the provision of mother tongue
and Arabic Classes for the age between 06 to 16.
2. To the regular activities, the centre provides advisory services to the local community.
3. To run mosque for daily prayers.","FOR THE BENEFIT OF THE INHABITANTS LIVING IN THE LONDON BOROUGH OF TOWER HAMLETS AND IN PARTICULAR MEMBERS OF THE BANGLADESHI COMMUNITY WHO ARE IN HARDSHIP BY
1 RELIEVING POVERTY, SICKNESS AND DISTRESS THROUGH THE PROVISION OF ADVICE AND INFORMATION TO THE SAID INHABITANTS IN NEED OF SUCH ADVICE THAT MAY INCLUDE WELFARE BENEFITS, HEALTH AND EMPLOYMENT AND
2 ADVANCING EDUCATION IN PARTICULAR THE PROVISION OF LANGUAGE AND OTHER SUBJECT CLASSES
3 THE PROVISION OF FACILITIES FOR RECREATION AND LEISURE TIME OCCUPATION IN THE INTEREST OF SOCIAL WELFARE WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE OF THE SAID INHABITANTS HAVING NEED OF FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY, POVERTY OR SOCIAL AND ECONOMIC CIRCUMSTANCES",True,Small,No Filing,Amateur Sport
328,1125118,MADINATUL ULOOM WELFARE TRUST,"Flat 1, Bicknell House, Ellen Street, London",E1 1NA,Bethnal Green and Stepney,07949872154,shamsul1977@hotmail.co.uk,Not available,03/01/2025,5890.0,4500.0,Other,"Makes Grants To Individuals, Makes Grants To Organisations, Provides Buildings/facilities/open Space","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Religious Activities",Elderly/old People,"Run adult religious education classes for the local communitiesRaise funds for the good causes of the trut -","TO PROMOTE SUCH CHARITABLE PURPOSES AS SHALL BE RECOGNISED AS CHARITABLE UNDER THE LAWS OF ENGLAND AND WALES FOR THE BENEFIT OF THE PUBLIC WHO ARE OF BANGLADESHI ORIGIN AND LIVING IN ENGLAND OR BANGLADESH IN PARTICULAR FOR THE FOLLOWING PURPOSE;
THE ADVANCEMENT OF EDUCATION
THE ADVANCEMENT OF ISLAMIC FAITH.",True,Micro,No Filing,Religious Activities
331,1125577,TANZEEMUS SUNNAH FOUNDATION,"Flat 4, Lister House, Lomas Street, London",E1 5BG,Bethnal Green and Stepney,07930142376,Not available,www.tanzeemussunnah.org,31/03/2024,7653.0,6971.0,Trust,"Makes Grants To Individuals, Provides Other Finance, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Religious Activities","Children/young People, Elderly/old People, People With Disabilities, The General Public/mankind",Providing general education within Bangladeshi community in the UK and Bangladesh.,"TO WORK FOR BETTER PROVISION OF EDUCATION TO THE DISADVANTAGED PEOPLE OF BANGLADESH AND PROVIDE THE MOTHER TONGUE AND CULTURAL EDUCATION TO THE CHILDREN IN THE UNITED KINGDOM.
A TO RELIEVE FINANCIAL HARDSHIP, SICKNESS AND POOR HEALTH AMONGST BANGLADESHI ELDERLY PEOPLE.
B THE RELIEF OF SICKNESS AND THE PRESERVATION OF HEALTH AMONG CITIZENS OF BANGLADESH.
C TO WORK FOR THE ERADICATION  OF POVERTY  THROUGH INTERNATIONAL ASSISTED PROGRAMMERS.",True,Micro,No Filing,Disability
332,1126191,HOME SWEET HOME TRUST,"19 Geoff Cade Way, LONDON",E3 4GJ,Poplar and Limehouse,07816688621,syedhussain1964@hotmail.com,Not available,31/03/2025,31771.0,17743.0,Other,"Makes Grants To Individuals, Provides Other Finance, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Religious Activities, Economic/community Development/employment","Children/young People, Elderly/old People, The General Public/mankind","To relieve poverty, sickness and distress amongst the poor people and young children including education . Also provide financial help to the poor and needy people specially orphans, widows and disabled.","A)  TO RELIEVE FINANCIAL HARDSHIP, SICKNESS AND POOR HEALTH AMONGST BANGLADESHI CITIZENS.
B)  TO WORK FOR THE ERADICATION OF POVERTY THROUGH INTERNATIONAL ASSISTED PROGRAMMERS.",True,Small,No Filing,Overseas Aid/famine Relief
337,1127062,CHILDREN EDUCATION GROUP,"HARKNESS HOUSE COMMUNITY CENTRE, 101 CHRISTIAN STREET, LONDON",E1 1RX,Bethnal Green and Stepney,07904954838,ceg3@btinternet.com,www.childreneducationgroup.business.site,31/03/2025,16105.0,7489.0,Other,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","To advance the education and to relieve the financial hardship for the elderly people and provide general welfare services such as Lunch Club, Day Trips, Sports, Study Support, Social functions and community work in the London Borough of Tower Hamlets","= TO ADVANCE THE EDUCATION OF THE PUBLIC LIVING IN WHITECHAPEL WARD, BERNER ESTATE AND THE
SURROUNDING AREAS IN THE LONDON BOROUGH OF TOWER HAMLETS (THE AREA OF BENEFIT), IN PARTICULAR
BUT NOT EXCLUSIVELY THROUGH THE PROVISION OF LANGUAGE CLASSES AND OTHER COMMUNITY EDUCATION
CLASSES.
O TO RELIEVE THE FINANCIAL HARDSHIP, EITHER GENERALLY OR INDIVIDUALLY, OF PERSONS LIVING IN THE AREA
OF BENEFIT, IN PARTICULAR BUT NOT EXCLUSIVELY THROUGH THE PROVISION OF ADVICE ON HEALTH, SOCIAL
SECURITY, HOUSING ISSUES AND OTHER WELFARE ISSUES.
O TO RELIEVE ELDERLY PEOPLE RESIDENT IN THE AREA OF BENEFIT WHO ARE IN NEED, BY PROVIDING ITEMS,
SERVICES OR FACILITIES CALCULATED TO RELIEVE THE NEEDS OF SUCH PERSONS.
O TO FURTHER OR BENEFIT THE RESIDENTS OF WHITECHAPEL WARD, BERNER ESTATE AND THE SURROUNDING
AREAS IN THE LONDON BOROUGH OF TOWER HAMLETS, WITHOUT DISTINCTION OF SEX, SEXUAL ORIENTATION,
RACE OR OF POLITICAL, RELIGIOUS OR OTHER OPINIONS BY ASSOCIATING TOGETHER THE SAID RESIDENTS AND
THE LOCAL AUTHORITIES, VOLUNTARY AND OTHER ORGANISATIONS IN A COMMON EFFORT TO ADVANCE
EDUCATION AND TO PROVIDE FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION LEISURE TIME
OCCUPATION WITH THE OBJECTIVE OF IMPROVING THE CONDITIONS OF LIFE FOR THE RESIDENTS.
= IN FURTHERANCE OF THESE OBJECTS BUT NOT OTHERWISE, THE TRUSTEES SHALL HAVE POWER:
TO ESTABLISH OR SECURE THE ESTABLISHMENT OF A COMMUNITY CENTRE AND TO MAINTAIN OR MANAGE
OR CO-OPERATE WITH ANY STATUTORY AUTHORITY IN THE MAINTENANCE AND MANAGEMENT OF SUCH A
CENTRE FOR ACTIVITIES PROMOTED BY THE CHARITY IN FURTHERANCE OF THE ABOVE OBJECTS.",True,Small,No Filing,Amateur Sport
338,1127300,VOLUNTEER CENTRE TOWER HAMLETS,"NORVIN HOUSE, 45-55 COMMERCIAL STREET, LONDON",E1 6BD,Bethnal Green and Stepney,07595 219603,info@vcth.org.uk,www.vcth.org.uk,30/09/2024,213517.0,186500.0,Charitable company,"Provides Human Resources, Provides Services, Provides Advocacy/advice/information, Acts As An Umbrella Or Resource Body","Education/training, The Prevention Or Relief Of Poverty, Economic/community Development/employment, Other Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind","Volunteer Centre Tower Hamlets (VCTH) is the Volunteer Infrastructure Organisation for the London Borough of Tower Hamlets.  Our mission is to provide a comprehensive volunteering infrastructure service to non-profit groups and communities in Tower Hamlets, so that we increase the quality, quantity and impact of volunteering in the borough.","1)  THE PROMOTION OF ANY CHARITABLE PURPOSE FOR THE BENEFIT OF THE COMMUNITY OF TOWER HAMLETS, GREATER LONDON, IN PARTICULAR THE RELIEF OF THOSE IN NEED BY REASON OF YOUTH, AGE, ILL-HEALTH, DISABILITY OR OTHER SOCIAL OR ECONOMIC DISADVANTAGE.
2)  THE PROMOTION AND ADVANCEMENT OF VOLUNTARY WORK FOR CHARITABLE PURPOSES FOR THE BENEFIT OF THE COMMUNITY, PREDOMINANTLY IN THE LONDON BOROUGH OF TOWER HAMLETS BUT ADDITIONALLY PROMOTION AND ADVANCEMENT OF VOLUNTARY WORK SUB-REGIONALLY AND NATIONALLY.",True,Medium,No Filing,Other Charitable Purposes
340,1127652,THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF CHRIST CHURCH WITH ALL SAINTS SPITALFIELDS,"Christ Church Spitalfields, Fournier Street, LONDON",E1 6QE,Bethnal Green and Stepney,02073772440,hello@ccspits.org,www.ccspits.org,31/12/2024,534856.0,526735.0,Previously excepted,"Makes Grants To Organisations, Provides Buildings/facilities/open Space, Provides Services",Religious Activities,The General Public/mankind,"Regular public worship open to all. The provision of a sacred space for personal prayer and contemplation. pastoral work, including visiting the sick and the bereaved. Teaching of Christianity through sermons, courses and small groups. taking of religious assemblies in Christ Church School. The provision of youth and community work with a Christian ethos. Promotion of Christianity.",Promoting in the ecclesiastical parish the whole mission of the Church.,True,Medium,No Filing,Religious Activities
343,1128579,BANGLADESHI MENTAL HEALTH FORUM,"Unit S-7, The Whitechapel Centre, 85 Myrdle Street",E1 1HL,Bethnal Green and Stepney,07716078840,info@bangladeshimentalhealth.org,www.bangladeshimentalhealth.org,31/03/2025,14400.0,12005.0,Charitable company,"Provides Advocacy/advice/information, Acts As An Umbrella Or Resource Body","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Economic/community Development/employment",People Of A Particular Ethnic Or Racial Origin,"The BMHF prides itself on being a grassroots organisation that aims to raise awareness of mental health and support people on a local level. Our current work involves organising local mental health awareness raising event/workshops, supporting people by organising local activities (social/educational) and one to one support.","3.1 THE RELIEF OF SICKNESS AND THE PRESERVATION AND PROTECTION OF GOOD HEALTH OF
BANGLADESHI PEOPLE LIVING IN LONDON WHO HAVE MENTAL HEALTH PROBLEMS, THEIR CARERS
AND FAMILIES, IN PARTICULAR BUT NOT EXCLUSIVELY, BY THE PROVISION OF ADVOCACY,
WORKING IN PARTNERSHIP WITH SERVICE PROVIDERS, GROUPS, PERSONS, LOCALLY AND
INTERNATIONALLY AND BY ORGANISING SEMINARS, CONFERENCES, RESEARCH AND THE
PUBLICATION AND CIRCULATION OF INFORMATION.
3.2 THE ADVANCEMENT OF EDUCATION OF BANGLADESHI MENTAL HEALTH WORKERS AND
OTHER MENTAL HEALTH WORKERS WHO PROVIDE A SERVICE TO THE BANGLADESHI COMMUNITY.",True,Small,No Filing,The Advancement Of Health Or Saving Of Lives
344,1129273,ST LUCIA DIABETES PROJECT (UK),"223 BOW ROAD, LONDON",E3 2SJ,Stratford and Bow,02086794192,stldiabetes@aol.co.uk,www.stluciadiabetes.org,28/04/2024,2292.0,4117.0,Other,"Makes Grants To Individuals, Makes Grants To Organisations, Provides Services, Acts As An Umbrella Or Resource Body, Other Charitable Activities","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Other Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, The General Public/mankind","Run training sessions and conferences for  health care professionals in St Lucia Hold diabetes, leg ulcer and foot clinics .Hold public workshops Distribute to institutions in St. Lucia instruments and medical supplies.  Apply for Commonwealth Scholarships for St Lucian doctors and nurses to study in the UK..","TO PROMOTE THE HEALTH AND WELL-BEING OF DIABETES SUFFERERS AND THEIR FAMILIES IN ST LUCIA AND THE WIDER CARIBBEAN.

TO PROMOTE HEALTH EDUCATION AND IMPROVED UNDERSTANDING OF INTERNATIONAL HEALTH ISSUES AMONG THE GENERAL PUBLIC AND LUCIANS AND THEIR DESCENDANTS LIVING IN THE UK.",True,Micro,No Filing,Other Charitable Purposes
347,1129378,OCEAN YOUTH CONNEXIONS,"Ocean Youth Connexions, Tower Hamlets Community Transport, 27 Newell Street, LONDON",E14 7HP,Poplar and Limehouse,07445143918,oceanyc@hotmail.co.uk,https://oceanyc.org/,30/09/2024,281393.0,193371.0,Charitable company,"Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Amateur Sport, Economic/community Development/employment, Recreation, Other Charitable Purposes","Children/young People, Elderly/old People, The General Public/mankind","Ocean Youth Connexions has been providing various youth and community activities since 2002, within the London Borough of Tower Hamlets. These have range from youth club sessions, parents and children's evenings, football training, Taekwando, homework clubs, cycle proficiency training and employment support workshops. The organisation also delivers various holiday programmes targeting families.","TO ACT AS A RESOURCE FOR YOUNG PEOPLE UP TO THE AGE OF 25 LIVING IN TOWER HAMLETS BY PROVIDING ADVICE AND ASSISTANCE AND ORGANISING PROGRAMMES OF PHYSICAL, EDUCATIONAL AND OTHER ACTIVITIES AS A MEANS OF:
A) ADVANCING IN LIFE AND HELPING YOUNG PEOPLE BY DEVELOPING THEIR SKILLS, CAPACITIES AND CAPABILITIES TO ENABLE THEM TO PARTICIPATE IN SOCIETY AS INDEPENDENT, MATURE AND RESPONSIBLE INDIVIDUALS:
B) ADVANCING EDUCATION:
C) RELIEVING UNEMPLOYMENT:
D) PROVIDING RECREATIONAL AND LEISURE TIME ACTIVITY IN THE INTERESTS OF SOCIAL WELFARE FOR PEOPLE LIVING IN THE AREA OF BENEFIT WHO HAVE NEED BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABILITY, POVERTY OR SOCIAL AND ECONOMIC CIRCUMSTANCES WITH A VIEW TO IMPROVING THE CONDITIONS OF LIFE OF SUCH PERSONS.",True,Medium,No Filing,Other Charitable Purposes
350,1130260,POPLAR CENTRAL MOSQUE,"POPLAR CENTRAL MOSQUE, 253 EAST INDIA DOCK ROAD, LONDON",E14 0EG,Poplar and Limehouse,02075360726,INFO@RAHMANANDCO.COM,Not available,31/03/2025,115798.0,84657.0,Other,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","Education/training, Religious Activities, Economic/community Development/employment","Children/young People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","The premise is used as a place of worship, education and social welfare aims and objectives in accordance with the planning permission granted by the local authority.","TO ADVANCE THE ISLAMIC FAITH, IN PARTICULAR BY PROVIDING A MOSQUE FOR WORSHIP
AND EDUCATION ACTIVITIES.",True,Medium,No Filing,Religious Activities
351,1130764,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF CHRIST AND ST JOHN WITH ST LUKE, ISLE OF DOGS","CHRIST CHURCH VICARAGE, MANCHESTER ROAD, LONDON",E14 3BN,Poplar and Limehouse,02075381766,tom.pyke@parishiod.org.uk,www.parishiod.org.uk,31/12/2024,164572.0,151698.0,Previously excepted,"Makes Grants To Organisations, Provides Buildings/facilities/open Space, Provides Services",Religious Activities,The General Public/mankind,"Regular public worship open to all.Pastoral work, including visiting the sick and bereaved.Taking of religious assemblies in schools.",Promoting in the ecclesiastical parish the whole mission of the Church.,True,Medium,No Filing,Religious Activities
353,1130902,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST MARY AND HOLY TRINITY, BOW (WITH BROMLEY SAINT LEONARD)","St. Marys &amp; Holy Trinity Church, 230 Bow Road, LONDON",E3 3AH,Stratford and Bow,07908 416 052,hello@bow.church,https://www.bow.church/,31/12/2024,138196.0,182299.0,Previously excepted,Provides Buildings/facilities/open Space,Religious Activities,The General Public/mankind,"Our primary objective is the promotion of the Gospel of our Lord Jesus Christ according to the doctrines and practices of the Church of England. We work to promote the whole mission of the Church: pastoral; evangelistic; social and ecumenical. Our historic church building, which has been a landmark in Bow for 700 years, is a sign of the central place of Christian faith in the community.",Promoting in the ecclesiastical parish the whole mission of the Church.,True,Medium,No Filing,Religious Activities
354,1131128,GATEHOUSE PARENTS ASSOCIATION,"Gatehouse Parents Association, Gatehouse School, Sewardstone Road, LONDON",E2 9JG,Bethnal Green and Stepney,07825395123,gpagpaGT@gmail.com,www.gatehouseschool.co.uk,01/09/2022,16271.0,5637.0,Other,Provides Other Finance,"General Charitable Purposes, Education/training, Amateur Sport",Children/young People,"Organise fundraising activities including a Summer fair and various other activities during the year for the benefit of the parents and pupils at the school.Apply funds raised for the purchase of items that benefit children at the school but which the school is unable to provide.","To advance the education of pupils in the School in particular by:Developing effective relationships between the staff parents and others associated with the school;Engaging in activities or providing facilities or equipment which support the School and advance the education of the pupils.",True,Small,No Filing,Amateur Sport
355,1131175,SOYTTEN SEN SCHOOL OF PERFORMING ARTS,"Flat 85, James Hammett House, Ravenscroft Street, London",E2 7QJ,Bethnal Green and Stepney,07956994611,harun.sspa@hotmail.co.uk,Not available,31/03/2024,33.0,3132.0,Other,"Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","Education/training, The Advancement Of Health Or Saving Of Lives, Arts/culture/heritage/science, Environment/conservation/heritage, Economic/community Development/employment, Recreation","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","TO PROVIDE MUSIC SINGING LESSONS TO ORGANISE AND DELIVER ARTS AND CULTURAL ACTIVITIES TO THE COMMUNITYTO PROMOTE COMMUNITY COHESION THROUGH BETTER UNDERSTANDING OF COMMUNITIESTO BETTER HEALTH OF THE LOCAL COMMUNITYTO DELIVER EDUCATIONAL PROGRAMMES THAT PROMOTES ACADEMIC ACHIEVEMENT, SOCIAL DEVELOPMENT OF PEOPLE OF ALL AGES. THAT HELPS TO PROMOTE BETTER INTEGRATION.","OBJECTS
1. TO PROMOTE FOR THE BENEFIT OF THE BENGALI COMMUNITY IN THE UK BY :
( A ) THE ADVANCEMENT OF EDUCATION AND TRAINING,
( B ) THE RELIEF OF POVERTY , SICKNESS AND DISTRESS,
( C ) THE PROMOTION OF GOOD HEALTH AND
( D ) THE PROVISION OF RECREATIONAL FACILITIES IN THE INTERESTS OF SOCIAL WELFARE WITH THE
2. TO ADVANCE EDUCATION OF THE PUBLIC ON ALL ASPECTS OF BENGALI HISTORY, ART AND CULTURE.",True,Micro,No Filing,Environment/conservation/heritage
358,1132126,SHOREDITCH TABERNACLE BAPTIST CHURCH,"THE TAB CENTRE, 3 GODFREY PLACE, LONDON",E2 7NT,Bethnal Green and Stepney,02077393076,admin@tabcentre.com,www.tabcentre.com,31/12/2024,319333.0,295908.0,Previously excepted,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services","General Charitable Purposes, Religious Activities, Other Charitable Purposes","Children/young People, Elderly/old People, Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind","The Church is a meeting place where people from many cultures and backgrounds come together in a spirit of
friendship and acceptance of all people's backgrounds. We seek to be of service through the Church charitable projects based
in the Tab Centre complex. These projects seek to be socially inclusive for all people, providing services that target
'poverty, and discrimination.",The principal purpose of the Church is the advancement of the Christian faith according to the principles of the Baptist denomination.  The Church may also advance education and carry out other charitable purposes in the United Kingdom and/or other parts of the world.,True,Medium,No Filing,Other Charitable Purposes
